product_id,product_name,category,price
5233,Sony Headphones,Electronics,28726.2
5234,Dell Laptop,Electronics,31052.99
5235,Deep Work,Books,85451.26
5236,Levis Jeans,Clothing,14596.22
5237,Clean Code,Books,119817.45
5238,Formal Shirt,Clothing,90430.72
5239,Adidas T-Shirt,Clothing,9764.99
5240,Deep Work,Books,68484.84
5241,Adidas T-Shirt,Clothing,32381.8
5242,Atomic Habits,Books,109785.9
5243,Iphone 15,Electronics,8603.58
5244,Adidas T-Shirt,Clothing,63596.53
5245,Water Bottle,Home,61609.41
5246,Canon Camera,Electronics,79025.97
5247,Led Lamp,Home,23243.3
5248,Boat Earbuds,Electronics,21905.83
5249,Water Bottle,Home,44047.24
5250,Water Bottle,Home,84169.66
5251,Canon Camera,Electronics,39474.25
5252,Canon Camera,Electronics,81400.9
5253,Puma Jacket,Clothing,94315.04
5254,Puma Jacket,Clothing,116520.08
5255,Deep Work,Books,108025.9
5256,Levis Jeans,Clothing,43257.45
5257,Python Crash Course,Books,26824.95
5258,Levis Jeans,Clothing,61259.59
5259,Rich Dad Poor Dad,Books,9473.59
5260,Python Crash Course,Books,42778.37
5261,Python Crash Course,Books,57882.25
5262,Dell Laptop,Electronics,14189.52
5263,Led Lamp,Home,76205.22
5264,Levis Jeans,Clothing,36206.41
5265,Office Chair,Home,72194.97
5266,Hp Pavilion,Electronics,71522.44
5267,The Alchemist,Books,3632.67
5268,Dell Laptop,Electronics,29983.13
5269,Adidas T-Shirt,Clothing,108088.45
5270,Nike Shoes,Clothing,10034.38
5271,Hp Pavilion,Electronics,40342.53
5272,Mixer Grinder,Home,89740.5
5273,Mixer Grinder,Home,10208.71
5274,Levis Jeans,Clothing,74942.75
5275,Office Chair,Home,87493.26
5276,Led Lamp,Home,22728.96
5277,Dell Laptop,Electronics,50824.79
5278,Water Bottle,Home,37468.84
5279,Canon Camera,Electronics,70408.01
5280,Kurta,Clothing,56292.05
5281,Formal Shirt,Clothing,79665.06
5282,Clean Code,Books,112040.79
5283,Nike Shoes,Clothing,54959.15
5284,Led Lamp,Home,64048.28
5285,Iphone 15,Electronics,2967.29
5286,Office Chair,Home,82991.3
5287,Adidas T-Shirt,Clothing,37439.79
5288,Office Chair,Home,27273.42
5289,Water Bottle,Home,115051.33
5290,Vacuum Cleaner,Home,86584.61
5291,Sony Headphones,Electronics,6031.69
5292,Adidas T-Shirt,Clothing,75588.15
5293,Puma Jacket,Clothing,38571.51
5294,Water Bottle,Home,63582.01
5295,Samsung Galaxy S24,Electronics,74905.25
5296,Deep Work,Books,96452.73
5297,Puma Jacket,Clothing,57306.08
5298,The Alchemist,Books,53704.34
5299,Led Lamp,Home,92332.41
5300,Boat Earbuds,Electronics,103005.86
