item_id,order_id,product_id,quantity,unit_price,discount_percent
91,902487,5211,5,67610.16,49.1
92,900025,5037,2,112000.42,13.7
93,902232,5075,1,56785.86,32.75
94,901921,5117,2,2896.24,27.08
95,901647,5102,4,96913.93,17.29
96,901620,5116,3,90702.12,7.08
97,900333,5034,2,63870.8,21.42
98,901873,5195,5,7009.9,23.37
99,900324,5147,4,56229.64,46.57
100,900523,5294,3,63582.01,29.19
101,900723,5032,5,99919.93,4.83
102,900763,5144,4,24135.92,35.4
103,901887,5230,1,24348.69,27.82
104,901572,5268,3,29983.13,49.74
105,901245,5200,1,13509.97,59.66
106,901173,5255,2,108025.9,48.58
107,900913,5126,1,78811.18,7.57
108,901276,5082,1,43272.32,19.25
109,902462,5128,1,19440.46,55.47
110,902385,5268,5,29983.13,14.22
111,901243,5288,2,27273.42,23.1
112,901335,5099,1,62144.76,24.34
113,900242,5241,1,32381.8,0.99
114,900003,5141,1,96027.46,43.83
115,901065,5277,5,50824.79,10.3
116,901796,5007,2,11417.48,30.28
117,900148,5204,5,79686.75,41.75
118,901075,5186,5,61306.4,6.03
119,901715,5097,1,26980.44,11.98
120,901340,5160,4,9138.2,46.59
121,901212,5125,3,30260.88,38.09
122,901644,5232,1,41278.25,5.47
123,900861,5295,1,74905.25,46.09
124,900643,5044,4,74370.27,12.85
125,900628,5284,5,64048.28,19.22
126,900770,5119,4,19763.13,19.72
127,900075,5191,1,25183.26,32.2
128,900356,5234,4,31052.99,17.45
129,901416,5159,5,72830.3,46.71
130,900634,5222,3,102926.19,59.59
131,900847,5217,2,118104.27,32.68
132,900749,5272,1,89740.5,47.87
133,901973,5271,2,40342.53,53.4
134,902178,5101,1,7233.16,26.86
135,901815,5156,2,13381.53,33.54
136,900620,5098,3,116982.74,25.28
137,902100,5194,5,5621.88,6.04
138,901646,5178,5,14331.9,12.75
139,902001,5123,3,10066.49,1.04
140,901950,5141,5,96027.46,29.81
141,901566,5131,1,24594.48,28.79
142,901986,5160,1,9138.2,56.15
143,900692,5015,1,119779.19,25.23
144,902035,5092,2,87491.23,30.61
145,901891,5276,2,22728.96,24.11
146,900311,5188,5,82788.95,21.51
147,900523,5140,4,109096.85,15.04
148,900244,5156,2,13381.53,43.96
149,900607,5026,4,119675.66,21.34
150,902061,5179,1,82472.44,35.82
151,901089,5156,3,13381.53,42.47
152,901375,5265,4,72194.97,29.54
153,900380,5272,4,89740.5,12.11
154,902038,5257,4,26824.95,14.06
155,902217,5127,1,97824.02,3.34
156,901412,5277,3,50824.79,1.09
157,900593,5154,2,60914.98,20.35
158,901251,5172,2,93029.24,28.66
159,900914,5137,1,86344.61,58.48
160,900146,5043,2,25756.79,9.54
161,902436,5214,3,57360.37,4.28
162,901928,5125,2,30260.88,56.24
163,900050,5131,2,24594.48,22.75
164,901492,5223,4,71815.17,33.72
165,901703,5065,3,48996.44,49.15
166,900098,5240,1,68484.84,15.67
167,901416,5212,4,51907.75,53.81
168,900381,5255,3,108025.9,48.3
169,900553,5029,1,86135.7,40.13
170,901101,5187,4,12145.65,6.43
171,900055,5078,3,64351.16,47.62
172,901229,5229,4,74603.25,15.08
173,902208,5162,5,25417.46,25.81
174,901581,5203,5,107160.64,45.91
175,900474,5013,4,6581.67,32.17
176,902312,5001,2,13687.43,20.57
177,901798,5078,2,64351.16,51.41
178,900165,5266,5,71522.44,37.25
179,901424,5219,1,4011.36,49.46
180,902279,5017,-1,26232.21,53.21
181,901998,5233,4,28726.2,18.73
182,902260,5271,3,40342.53,58.97
183,901194,5274,3,74942.75,53.91
184,900066,5130,2,99662.88,43.06
185,902183,5294,1,63582.01,40.51
186,902027,5167,4,11501.85,41.09
187,900660,5047,3,5126.37,41.04
188,900171,5269,-3,108088.45,38.46
189,900393,5155,2,78059.48,32.76
190,901411,5283,2,54959.15,54.13
191,902234,5012,1,60290.29,53.57
192,901260,5208,3,7426.61,34.54
193,902269,5142,5,94598.18,59.37
194,902077,5206,5,66702.53,10.36
195,901637,5283,-3,54959.15,30.43
196,900643,5207,1,58272.74,22.8
197,901045,5103,1,27052.85,23.79
198,900980,5278,2,37468.84,3.48
199,901075,5069,3,105305.65,40.54
200,900810,5124,3,98656.03,9.96
201,901787,5142,3,94598.18,21.12
202,902338,5119,3,19763.13,48.7
203,902134,5101,3,7233.16,19.93
204,900147,5099,2,62144.76,42.56
205,902219,5009,2,19808.61,32.47
206,900468,5004,5,9286.56,54.45
207,901893,5145,5,48327.63,0.83
208,900801,5150,4,114822.4,26.67
209,900858,5071,3,116581.73,38.07
210,900530,5035,5,94529.4,22.52
211,901762,5191,2,25183.26,44.79
212,902488,5019,3,40574.83,18.68
213,901569,5032,4,99919.93,58.99
214,900962,5050,5,114700.68,10.04
215,901571,5215,3,15938.21,3.52
216,900606,5075,5,56785.86,28.33
217,900506,5094,1,34020.23,1.94
218,901230,5197,1,32308.96,25.96
219,901014,5070,5,20605.69,13.36
220,900038,5197,5,32308.96,21.27
221,901451,5263,2,76205.22,6.62
222,902457,5134,3,42647.71,8.72
223,901503,5079,2,43624.56,5.15
224,901316,5076,5,74784.63,32.03
225,901900,5072,1,37232.01,14.12
226,900291,5115,2,94859.99,32.9
227,902375,5076,3,74784.63,46.84
228,900922,5023,5,94665.29,9.64
229,901409,5127,3,97824.02,26.57
230,901146,5289,5,115051.33,21.41
231,901384,5293,3,38571.51,24.54
232,901264,5023,5,94665.29,51.88
233,900465,5026,1,119675.66,28.26
234,900483,5195,1,7009.9,0.35
235,900215,5081,2,1557.7,48.51
236,902437,5209,1,53353.56,46.65
237,901261,5151,1,3710.99,38.17
238,901966,5179,2,82472.44,59.66
239,901216,5134,3,42647.71,5.18
240,900914,5117,4,2896.24,23.06
241,901292,5143,2,77786.21,34.47
242,902229,5286,1,82991.3,51.16
243,902243,5268,2,29983.13,25.8
244,900874,5134,2,42647.71,49.46
245,902262,5253,1,94315.04,29.98
246,901858,5069,-3,105305.65,13.37
247,901400,5073,4,111376.48,50.95
248,900152,5146,3,66808.88,39.42
249,900841,5214,3,57360.37,3.99
250,901300,5105,2,97076.08,51.36
251,900819,5092,3,87491.23,9.56
252,901033,5196,4,70102.22,7.37
253,901098,5199,2,30309.77,36.21
254,900820,5295,5,74905.25,45.93
255,900498,5295,3,74905.25,35.58
256,901479,5080,4,102191.83,14.23
257,901520,5109,4,49172.01,19.81
258,901828,5102,5,96913.93,38.88
259,900453,5191,4,25183.26,0.45
260,901044,5241,1,32381.8,36.58
261,900413,5073,5,111376.48,10.93
262,901312,5153,4,1064.72,41.25
263,901940,5192,5,75042.83,47.76
264,900563,5293,3,38571.51,14.79
265,900469,5184,-3,87592.35,55.65
266,901590,5096,2,85485.71,19.75
267,901888,5201,5,45785.64,38.95
268,901284,5021,2,97294.53,16.18
269,900088,5096,-3,85485.71,25.96
270,901257,5090,3,110957.13,36.43
271,901657,5265,5,72194.97,37.59
272,900269,5091,3,80187.28,2.96
273,900297,5293,5,38571.51,20.5
274,901328,5069,2,105305.65,57.81
275,900102,5038,3,47468.53,37.69
276,900305,5018,3,61626.46,26.29
277,900909,5294,5,63582.01,30.38
278,900605,5206,1,66702.53,1.12
279,902369,5117,4,2896.24,3.62
280,900978,5079,5,43624.56,11.69
281,901465,5111,5,69136.06,29.93
282,902014,5002,4,4452.46,44.96
283,900712,5223,2,71815.17,45.85
284,901273,5203,5,107160.64,14.84
285,901724,5275,2,87493.26,3.79
286,900308,5183,5,8291.64,23.5
287,900790,5289,5,115051.33,2.87
288,900767,5031,1,83287.34,2.36
289,901448,5120,4,5452.35,8.9
290,900013,5049,4,106799.26,15.68
291,900544,5282,5,112040.79,44.14
292,900514,5261,3,57882.25,26.48
293,902500,5198,2,86758.57,50.12
294,901944,5057,5,7303.42,29.81
295,900178,5111,2,69136.06,2.57
296,900610,5069,1,105305.65,20.68
297,900218,5023,3,94665.29,39.16
298,900279,5246,4,79025.97,21.26
299,900310,5294,4,63582.01,30.0
300,901228,5292,3,75588.15,31.18
301,901700,5121,3,107893.28,29.9
302,900748,5167,5,11501.85,30.02
303,901397,5258,4,61259.59,31.16
304,902000,5067,2,39005.62,9.7
305,902053,5127,4,97824.02,11.94
306,901148,5188,3,82788.95,47.04
307,901274,5262,-2,14189.52,42.13
308,901559,5160,-3,9138.2,2.47
309,900911,5046,4,96884.71,52.14
310,900415,5299,5,92332.41,27.24
311,902433,5228,-1,61471.6,8.16
312,901565,5297,5,57306.08,22.58
313,900029,5188,-3,82788.95,53.61
314,901480,5016,1,13287.02,37.39
315,901066,5136,4,70326.62,58.5
316,900626,5094,1,34020.23,49.49
317,900572,5233,4,28726.2,17.31
318,900299,5053,2,12243.73,53.56
319,901571,5184,2,87592.35,23.68
320,900767,5003,3,83626.26,11.56
321,902493,5083,3,11704.04,40.27
322,901853,5022,3,1440.28,13.68
323,900767,5169,2,119312.69,25.19
324,901375,5227,2,113815.27,41.59
325,902423,5119,-2,19763.13,49.39
326,901029,5186,5,61306.4,19.3
327,902241,5047,2,5126.37,34.14
328,900614,5245,3,61609.41,28.42
329,900149,5220,3,16844.95,13.35
330,901621,5159,3,72830.3,29.19
331,901395,5245,5,61609.41,11.05
332,901612,5070,3,20605.69,44.35
333,901420,5139,1,83090.05,19.78
334,902266,5090,2,110957.13,42.58
335,901022,5212,5,51907.75,21.96
336,900958,5161,5,54756.46,34.12
337,902162,5042,4,72630.14,59.35
338,901396,5271,5,40342.53,48.58
339,902242,5171,5,106371.02,30.8
340,901298,5299,5,92332.41,30.53
341,901882,5298,1,53704.34,49.46
342,901964,5293,5,38571.51,28.98
343,902197,5197,3,32308.96,20.12
344,902284,5297,5,57306.08,35.08
345,900009,5130,1,99662.88,6.62
346,901331,5143,2,77786.21,31.19
347,901480,5082,3,43272.32,42.29
348,900190,5236,1,14596.22,41.74
349,900716,5182,2,77248.73,33.37
350,900498,5140,2,109096.85,56.83
351,901239,5189,2,103377.72,21.49
352,902277,5138,3,80796.56,32.02
353,901665,5166,3,94554.28,16.35
354,901510,5031,2,83287.34,41.51
355,900713,5085,2,83088.08,48.91
356,901067,5179,5,82472.44,50.13
357,901823,5255,2,108025.9,18.27
358,900948,5222,5,102926.19,17.54
359,900870,5239,1,9764.99,27.4
360,901555,5238,5,90430.72,57.2
361,900489,5144,2,24135.92,44.79
362,900515,5158,5,32988.73,6.99
363,901222,5010,2,23845.91,30.38
364,901063,5095,4,15883.76,52.98
365,901836,5147,1,56229.64,42.09
366,900308,5196,4,70102.22,58.78
367,901693,5005,5,112994.23,23.55
368,901323,5038,2,47468.53,45.14
369,900388,5276,2,22728.96,3.29
370,900145,5290,-3,86584.61,14.95
371,900909,5214,4,57360.37,13.95
372,900141,5192,4,75042.83,18.3
373,901549,5294,2,63582.01,28.94
374,902122,5055,2,39836.13,53.62
375,901736,5214,5,57360.37,26.76
376,900280,5205,5,56789.72,57.78
377,900347,5001,1,13687.43,5.13
378,902044,5248,3,21905.83,37.58
379,901011,5173,5,12716.76,43.29
380,902410,5001,1,13687.43,38.97
381,900072,5258,1,61259.59,15.66
382,901333,5177,5,90645.31,2.6
383,901564,5141,2,96027.46,16.39
384,902272,5176,1,62331.61,37.46
385,901586,5230,4,24348.69,11.28
386,901714,5032,2,99919.93,40.49
387,902191,5214,5,57360.37,9.29
388,900719,5124,2,98656.03,58.87
389,901210,5029,2,86135.7,1.87
390,901414,5237,2,119817.45,48.66
391,902234,5071,3,116581.73,16.5
392,900016,5069,3,105305.65,18.35
393,901279,5054,5,107272.03,58.57
394,900607,5104,2,27750.29,20.18
395,901392,5262,2,14189.52,36.81
396,901610,5139,2,83090.05,14.73
397,900391,5123,5,10066.49,33.27
398,900970,5004,1,9286.56,47.54
399,902290,5197,4,32308.96,8.12
400,900737,5250,3,84169.66,40.63
401,900956,5115,5,94859.99,51.63
402,901401,5031,4,83287.34,10.87
403,900482,5094,4,34020.23,58.88
404,901463,5115,1,94859.99,15.99
405,902156,5283,2,54959.15,23.34
406,901830,5018,2,61626.46,26.4
407,901252,5192,4,75042.83,47.15
408,902042,5134,2,42647.71,42.46
409,901153,5214,4,57360.37,44.84
410,901718,5210,1,8721.3,6.63
411,901745,5068,3,41767.34,13.09
412,901864,5129,2,13468.82,22.81
413,901926,5218,3,1453.94,35.92
414,900005,5088,5,17338.8,45.28
415,901758,5016,3,13287.02,18.74
416,902376,5091,3,80187.28,11.16
417,900312,5094,5,34020.23,3.41
418,901344,5270,1,10034.38,57.53
419,901232,5054,2,107272.03,34.2
420,901454,5257,2,26824.95,2.8
421,900134,5148,5,105897.4,44.3
422,902325,5118,3,50237.09,13.21
423,901308,5278,5,37468.84,20.61
424,902188,5208,2,7426.61,13.71
425,900108,5236,4,14596.22,3.76
426,900549,5019,2,40574.83,49.56
427,901577,5024,5,20181.17,34.84
428,902442,5243,2,8603.58,38.38
429,902068,5172,1,93029.24,34.29
430,901758,5019,2,40574.83,55.09
431,901807,5188,1,82788.95,6.67
432,902157,5287,5,37439.79,18.3
433,901452,5254,3,116520.08,16.68
434,900163,5224,4,4453.63,44.52
435,900752,5085,5,83088.08,55.37
436,901585,5266,3,71522.44,48.9
437,900051,5196,5,70102.22,55.63
438,901387,5194,1,5621.88,12.22
439,900832,5202,3,106411.67,27.78
440,902035,5115,4,94859.99,11.44
441,900087,5088,5,17338.8,24.28
442,902023,5105,3,97076.08,58.66
443,900751,5010,1,23845.91,0.49
444,902391,5290,4,86584.61,57.46
445,901069,5076,4,74784.63,1.25
446,901000,5221,1,106453.74,42.32
447,900869,5236,3,14596.22,54.05
448,902341,5021,3,97294.53,31.41
449,901673,5136,5,70326.62,29.88
450,902396,5249,2,44047.24,25.16
451,900490,5117,3,2896.24,18.87
452,902473,5072,5,37232.01,38.53
453,900284,5112,2,105664.54,34.44
454,902306,5075,2,56785.86,47.04
455,901421,5099,5,62144.76,25.0
456,900742,5054,2,107272.03,46.34
457,901627,5244,1,63596.53,54.05
458,901121,5097,1,26980.44,49.91
459,901031,5062,-2,110172.41,3.12
460,900366,5262,3,14189.52,24.48
461,900452,5166,1,94554.28,30.0
462,901006,5258,-1,61259.59,8.33
463,901285,5035,2,94529.4,33.36
464,900100,5056,5,79390.52,43.86
465,901390,5119,1,19763.13,34.68
466,902038,5199,1,30309.77,7.89
467,901101,5220,3,16844.95,49.9
468,900730,5006,5,104831.05,13.48
469,900095,5195,3,7009.9,57.33
470,902420,5090,3,110957.13,41.94
471,901972,5266,2,71522.44,40.47
472,901155,5079,4,43624.56,6.28
473,900365,5004,5,9286.56,41.09
474,900478,5084,2,36937.64,7.52
475,901624,5249,5,44047.24,30.62
476,902054,5186,5,61306.4,4.72
477,900278,5042,4,72630.14,6.26
478,902241,5173,1,12716.76,26.81
479,901093,5083,1,11704.04,23.29
480,902460,5085,2,83088.08,19.75
481,900813,5264,4,36206.41,3.44
482,900573,5021,5,97294.53,8.01
483,900140,5100,2,55009.8,36.81
484,902288,5085,3,83088.08,38.05
485,901524,5039,3,10588.75,56.99
486,902453,5197,1,32308.96,41.56
487,901760,5290,5,86584.61,47.12
488,901523,5211,5,67610.16,20.16
489,900702,5286,1,82991.3,35.25
490,902170,5097,1,26980.44,2.96
491,901779,5087,5,96717.04,40.76
492,901479,5250,3,84169.66,0.3
493,901626,5182,2,77248.73,45.5
494,900146,5014,2,10581.79,51.06
495,902281,5271,5,40342.53,21.73
496,902494,5204,4,79686.75,9.07
497,901083,5212,3,51907.75,45.74
498,900049,5054,3,107272.03,31.88
499,901272,5212,2,51907.75,40.23
500,901718,5157,5,10677.82,31.67
501,901202,5057,3,7303.42,30.27
502,902423,5254,5,116520.08,8.68
503,900640,5107,3,114549.22,12.75
504,902237,5262,5,14189.52,21.83
505,902464,5135,1,15280.01,52.12
506,902000,5066,4,116953.98,57.68
507,902235,5101,2,7233.16,27.86
508,902409,5256,2,43257.45,35.61
509,900860,5199,1,30309.77,33.85
510,900940,5252,-3,81400.9,49.03
511,902256,5086,2,94800.96,36.65
512,902337,5241,5,32381.8,22.38
513,901684,5249,5,44047.24,23.2
514,900636,5150,4,114822.4,59.93
515,900632,5276,4,22728.96,20.14
516,900674,5156,5,13381.53,26.95
517,900772,5276,1,22728.96,47.41
518,901030,5220,4,16844.95,44.23
519,901192,5032,5,99919.93,2.0
520,901619,5007,5,11417.48,18.42
521,901168,5147,1,56229.64,23.26
522,901777,5114,2,23425.82,52.94
523,900142,5111,1,69136.06,53.11
524,901477,5045,-3,32630.52,10.47
525,901835,5071,3,116581.73,8.01
526,900014,5054,1,107272.03,35.08
527,901805,5174,2,44150.01,32.39
528,902349,5113,1,22911.17,6.51
529,901559,5006,4,104831.05,11.65
530,900168,5092,1,87491.23,19.62
531,901277,5154,4,60914.98,20.69
532,900059,5190,1,24845.29,50.18
533,900025,5265,3,72194.97,59.05
534,901260,5214,2,57360.37,6.71
535,900619,5224,3,4453.63,59.68
536,901191,5089,1,34755.83,26.58
537,900980,5271,4,40342.53,34.39
538,902172,5203,3,107160.64,46.85
539,901325,5080,4,102191.83,0.49
540,901564,5179,3,82472.44,14.15
541,900427,5232,5,41278.25,30.95
542,900384,5129,3,13468.82,33.02
543,901518,5206,5,66702.53,59.17
544,901093,5112,2,105664.54,54.14
545,901295,5152,5,79424.28,36.22
546,902286,5291,5,6031.69,1.54
547,900796,5112,1,105664.54,17.92
548,900842,5172,2,93029.24,1.48
549,902099,5288,1,27273.42,2.78
550,900129,5163,5,86042.99,11.71
551,900852,5190,1,24845.29,59.59
552,900479,5282,4,112040.79,47.13
553,901029,5125,3,30260.88,46.27
554,902167,5025,1,110999.09,49.94
555,900804,5020,4,92776.76,34.85
556,901366,5182,1,77248.73,26.3
557,900752,5018,1,61626.46,29.49
558,900058,5022,3,1440.28,46.46
559,901021,5285,4,2967.29,26.16
560,900233,5214,3,57360.37,40.42
561,900499,5043,5,25756.79,0.75
562,900623,5074,5,43510.7,24.45
563,902177,5116,4,90702.12,4.01
564,900814,5121,1,107893.28,27.75
565,902291,5112,4,105664.54,7.38
566,900536,5005,5,112994.23,9.34
567,900636,5115,3,94859.99,58.76
568,900893,5120,3,5452.35,22.3
569,901765,5163,1,86042.99,22.38
570,901445,5063,3,70810.15,32.79
571,901901,5089,1,34755.83,47.56
572,900975,5176,1,62331.61,4.56
573,901957,5287,3,37439.79,30.01
574,902396,5134,5,42647.71,57.45
575,902431,5085,2,83088.08,54.81
576,901473,5153,3,1064.72,55.52
577,900222,5040,5,100380.24,53.64
578,901419,5091,1,80187.28,55.54
579,900710,5236,2,14596.22,8.14
580,902001,5210,3,8721.3,7.15
581,901177,5253,2,94315.04,35.58
582,901906,5164,5,51778.22,2.02
583,900733,5087,3,96717.04,18.02
584,901690,5118,4,50237.09,29.86
585,900685,5003,4,83626.26,16.99
586,901348,5134,3,42647.71,25.6
587,900265,5104,4,27750.29,1.6
588,901937,5156,4,13381.53,47.02
589,900917,5288,2,27273.42,4.79
590,900080,5017,3,26232.21,37.11
591,901791,5130,5,99662.88,36.64
592,902195,5175,2,63780.57,45.75
593,900884,5295,1,74905.25,25.34
594,900836,5048,-2,114931.19,6.15
595,901245,5211,4,67610.16,57.4
596,900868,5225,4,36637.58,2.62
597,901064,5003,1,83626.26,59.0
598,902000,5294,1,63582.01,45.01
599,900675,5044,4,74370.27,42.16
600,900603,5160,3,9138.2,19.64
601,900616,5011,1,15384.54,1.63
602,901179,5149,3,63562.75,57.98
603,900369,5299,5,92332.41,41.85
604,902022,5059,2,53810.88,31.05
605,900351,5110,-1,39631.61,41.53
606,902338,5267,5,3632.67,1.75
607,902024,5191,4,25183.26,35.06
608,901975,5135,3,15280.01,45.98
609,900945,5111,5,69136.06,25.06
610,900466,5137,1,86344.61,17.97
611,901087,5070,3,20605.69,32.08
612,901586,5183,4,8291.64,47.38
613,902177,5137,1,86344.61,35.55
614,900284,5172,4,93029.24,8.32
615,902409,5017,4,26232.21,19.02
616,900555,5164,3,51778.22,31.96
617,902164,5273,2,10208.71,49.05
618,901624,5091,1,80187.28,24.91
619,901339,5007,3,11417.48,56.92
620,901622,5210,5,8721.3,58.42
621,901808,5227,3,113815.27,51.33
622,900977,5133,5,108501.12,21.2
623,901505,5223,5,71815.17,47.58
624,900778,5241,3,32381.8,39.92
625,900571,5014,3,10581.79,46.33
626,902189,5141,4,96027.46,48.83
627,900935,5162,2,25417.46,3.6
628,900618,5260,4,42778.37,59.21
629,901294,5038,1,47468.53,39.73
630,901867,5073,4,111376.48,15.9
631,900949,5044,3,74370.27,52.24
632,901209,5284,1,64048.28,57.9
633,901847,5266,5,71522.44,38.23
634,900394,5270,4,10034.38,2.7
635,900861,5193,3,19090.57,56.7
636,902331,5195,1,7009.9,56.57
637,901280,5273,3,10208.71,12.67
638,902185,5147,3,56229.64,50.28
639,902377,5127,5,97824.02,19.23
640,900790,5296,2,96452.73,58.89
641,902174,5034,5,63870.8,46.48
642,900139,5119,3,19763.13,23.42
643,901389,5111,3,69136.06,8.82
644,901310,5143,3,77786.21,18.89
645,901448,5084,1,36937.64,24.02
646,900889,5222,4,102926.19,9.28
647,901370,5204,2,79686.75,38.92
648,902248,5250,4,84169.66,47.55
649,902445,5205,2,56789.72,5.28
650,901463,5162,5,25417.46,34.92
651,902465,5029,-2,86135.7,44.23
652,900487,5060,1,55146.38,31.48
653,901840,5287,3,37439.79,34.79
654,901093,5161,2,54756.46,57.87
655,900420,5198,5,86758.57,50.51
656,900258,5082,3,43272.32,34.81
657,901081,5261,4,57882.25,35.15
658,901811,5213,3,61331.48,16.88
659,902033,5033,2,76825.5,44.89
660,900536,5176,1,62331.61,14.06
661,901106,5265,3,72194.97,14.13
662,900175,5020,2,92776.76,44.02
663,901757,5251,1,39474.25,35.38
664,900662,5278,2,37468.84,2.57
665,900996,5173,1,12716.76,8.1
666,900420,5064,3,35046.88,38.47
667,901156,5176,4,62331.61,13.53
668,901266,5267,4,3632.67,49.43
669,901883,5093,1,101983.54,27.49
670,901510,5023,4,94665.29,58.49
671,902082,5019,2,40574.83,9.08
672,902238,5062,5,110172.41,50.75
673,901737,5228,4,61471.6,2.58
674,901677,5156,4,13381.53,55.86
675,900723,5061,2,114364.12,29.17
676,902070,5092,2,87491.23,5.91
677,900750,5030,5,115895.1,29.02
678,902106,5084,3,36937.64,4.74
679,901493,5021,3,97294.53,21.6
680,900721,5149,3,63562.75,32.03
681,900316,5210,4,8721.3,22.61
682,902173,5178,4,14331.9,36.42
683,901638,5028,1,75074.9,7.59
684,901549,5040,5,100380.24,43.03
685,901084,5022,2,1440.28,53.27
686,901542,5285,1,2967.29,13.73
687,900020,5150,-1,114822.4,10.17
688,900993,5139,5,83090.05,55.3
689,900778,5002,3,4452.46,38.41
690,901899,5199,4,30309.77,13.61
691,900325,5019,4,40574.83,43.76
692,900050,5178,3,14331.9,49.32
693,901076,5160,4,9138.2,11.45
694,901820,5220,4,16844.95,40.63
695,901937,5278,-3,37468.84,14.5
696,900166,5215,-2,15938.21,51.09
697,901057,5265,3,72194.97,21.11
698,900383,5124,5,98656.03,2.87
699,900856,5066,3,116953.98,54.59
700,902351,5180,1,30966.92,30.94
701,901389,5241,1,32381.8,1.83
702,901348,5059,1,53810.88,45.28
703,901960,5287,4,37439.79,24.31
704,901214,5202,-1,106411.67,26.5
705,901868,5284,1,64048.28,19.25
706,902247,5049,2,106799.26,33.67
707,901776,5214,2,57360.37,27.63
708,902396,5063,1,70810.15,55.24
709,900756,5026,1,119675.66,13.42
710,901610,5088,2,17338.8,14.58
711,900532,5163,2,86042.99,11.49
712,901624,5121,2,107893.28,10.24
713,900641,5066,3,116953.98,4.19
714,900750,5259,5,9473.59,19.12
715,901195,5119,2,19763.13,12.1
716,901880,5018,3,61626.46,30.3
717,901884,5115,2,94859.99,25.29
718,900045,5265,2,72194.97,12.72
719,902405,5208,1,7426.61,7.26
720,901455,5247,3,23243.3,22.46
721,901022,5180,1,30966.92,49.15
722,901414,5045,3,32630.52,12.62
723,900576,5112,3,105664.54,14.42
724,902287,5159,2,72830.3,53.65
725,902142,5262,1,14189.52,29.96
726,900694,5039,1,10588.75,57.63
727,901289,5215,5,15938.21,56.97
728,900214,5214,1,57360.37,32.72
729,901448,5275,3,87493.26,10.88
730,901146,5236,3,14596.22,37.25
731,901883,5153,3,1064.72,40.4
732,900200,5154,2,60914.98,13.12
