order_id,customer_id,order_date,status
900292,100061,7/14/2025 9:48,SHIPPED
900293,100034,10/8/2025 14:43,DELIVERED
900294,100152,2/20/2026 0:33,DELIVERED
900295,100848,4/27/2026 13:58,PLACED
900296,100236,10/20/2025 7:29,DELIVERED
900297,100546,11/20/2025 23:30,SHIPPED
900298,100650,7/30/2024 17:41,PLACED
900299,100068,10/23/2025 20:47,PLACED
900300,100052,1/22/2026 13:04,SHIPPED
900301,100943,11/4/2025 13:41,PLACED
900302,100985,10/16/2024 22:58,DELIVERED
900303,100949,30-03-2025,PLACED
900304,100316,4/16/2025 3:48,CANCELLED
900305,100628,4/16/2026 2:50,CANCELLED
900306,100556,2/27/2025 10:07,DELIVERED
900307,100202,8/6/2024 16:49,SHIPPED
900308,100977,3/25/2026 14:50,SHIPPED
900309,100406,29-10-2025,PLACED
900310,100810,10/25/2025 14:40,DELIVERED
900311,100028,11/30/2025 8:48,DELIVERED
900312,100725,7/18/2024 15:16,SHIPPED
900313,100750,6/7/2025 2:46,RETURNED
900314,100783,12/17/2025 21:42,CANCELLED
900315,100519,5/31/2025 11:10,RETURNED
900316,100255,3/20/2026 4:13,DELIVERED
900317,100283,1/31/2025 12:20,SHIPPED
900318,100608,6/19/2026 18:02,SHIPPED
900319,100002,3/12/2026 6:26,DELIVERED
900320,100142,2/14/2025 14:12,DELIVERED
900321,100129,2/21/2025 14:11,SHIPPED
900322,100098,11/29/2024 19:52,DELIVERED
900323,100448,8/24/2024 13:59,DELIVERED
900324,100869,7/25/2024 11:35,DELIVERED
900325,100153,11/4/2024 20:45,DELIVERED
900326,100285,3/27/2025 2:47,SHIPPED
900327,100195,6/25/2025 21:47,DELIVERED
900328,100662,8/24/2024 6:50,DELIVERED
900329,,4/6/2025 4:35,SHIPPED
900330,,3/22/2026 11:56,DELIVERED
900331,100223,12/31/2025 12:29,RETURNED
900332,100609,11/10/2025 12:24,DELIVERED
900333,100381,12/9/2024 6:16,DELIVERED
900334,100162,4/30/2026 0:32,SHIPPED
900335,100751,11/24/2024 17:58,PLACED
900336,100920,6/15/2025 20:23,SHIPPED
900337,100259,2/18/2025 13:40,SHIPPED
900338,100001,1/31/2026 3:34,DELIVERED
900339,100808,1/21/2025 3:32,DELIVERED
900340,100885,19-06-2026,DELIVERED
900341,100714,1/10/2026 7:02,PLACED
900342,100360,30-07-2024,DELIVERED
900343,100954,11/13/2024 20:50,SHIPPED
900344,100634,5/4/2025 22:21,DELIVERED
900345,100448,12/7/2025 1:28,DELIVERED
900346,100282,8/26/2025 13:02,DELIVERED
900347,100418,1/20/2026 16:39,PLACED
900348,100976,12/28/2024 8:56,SHIPPED
900349,100886,3/10/2026 13:59,DELIVERED
900350,100442,10/28/2024 6:55,PLACED
900351,100648,2/20/2026 3:39,SHIPPED
900352,100896,9/23/2025 8:20,DELIVERED
900353,100210,6/19/2025 5:27,DELIVERED
900354,,8/11/2025 9:43,DELIVERED
900355,100533,4/15/2025 13:38,DELIVERED
900356,100687,1/13/2025 21:51,PLACED
900357,100815,8/21/2025 19:22,DELIVERED
900358,100749,1/23/2025 6:34,RETURNED
900359,100798,5/7/2025 2:25,DELIVERED
900360,100405,5/3/2026 4:59,DELIVERED
900361,100121,7/6/2026 13:40,DELIVERED
900362,100393,10/14/2024 0:12,CANCELLED
900363,100205,2/26/2025 20:17,DELIVERED
900364,100403,1/8/2026 11:00,DELIVERED
900365,100601,6/11/2024,DELIVERED
900366,100208,5/12/2025 1:57,DELIVERED
900367,100371,9/3/2024 19:19,DELIVERED
900368,100962,2/25/2026 18:16,DELIVERED
900369,100018,2/4/2026 7:02,PLACED
900370,100938,1/8/2025 3:26,CANCELLED
900371,100782,8/27/2025 16:47,CANCELLED
900372,100309,12/17/2024 1:43,DELIVERED
900373,100373,10/25/2024 7:57,DELIVERED
900374,,1/2/2026 0:38,SHIPPED
900375,100093,6/14/2026 3:05,DELIVERED
900376,100297,12/9/2025 8:23,DELIVERED
900377,100247,9/14/2024 11:35,RETURNED
900378,101000,5/21/2025 9:13,RETURNED
900379,100612,2/25/2026 21:41,SHIPPED
900380,100586,6/13/2026 22:03,DELIVERED
900381,100285,4/28/2026 12:43,SHIPPED
900382,100022,8/27/2024 17:25,DELIVERED
900383,100282,1/8/2026 14:15,DELIVERED
900384,100529,11/12/2024 3:55,SHIPPED
900385,100521,10/16/2024 6:43,SHIPPED
900386,100254,8/29/2024 18:39,CANCELLED
900387,100613,4/8/2025 11:33,RETURNED
900388,100264,2/11/2025 13:08,CANCELLED
900389,100139,11/3/2025 14:35,DELIVERED
900390,100572,4/12/2025,SHIPPED
900391,100370,9/6/2025 3:10,DELIVERED
900392,100474,5/29/2025 4:43,DELIVERED
900393,100821,7/7/2025 3:29,DELIVERED
900394,100704,7/29/2025 15:51,CANCELLED
900395,100402,11/15/2025 19:03,DELIVERED
900396,100713,4/3/2025 3:51,RETURNED
900397,100675,7/23/2025 10:30,DELIVERED
900398,100973,8/19/2025 0:52,DELIVERED
900399,100570,5/21/2025 16:28,DELIVERED
900400,100761,9/12/2025 18:46,DELIVERED
900401,100369,1/8/2025 6:25,SHIPPED
900402,100487,4/12/2025 5:46,DELIVERED
900403,100912,3/27/2026 0:14,DELIVERED
900404,100175,6/5/2026 23:15,CANCELLED
900405,100490,10/20/2025 5:57,SHIPPED
900406,100735,5/4/2025 4:33,RETURNED
900407,100994,6/5/2026 18:16,DELIVERED
900408,100405,1/11/2025 6:07,RETURNED
900409,100478,27-02-2026,CANCELLED
900410,100001,12/1/2025 7:09,RETURNED
900411,100247,17-08-2024,PLACED
900412,100596,11/17/2025 16:06,PLACED
900413,100219,12/9/2024 7:23,DELIVERED
900414,100908,3/3/2025 21:09,DELIVERED
900415,100644,5/10/2026 7:58,DELIVERED
900416,100563,5/28/2025 4:34,DELIVERED
900417,100474,3/12/2025 14:06,DELIVERED
900418,100726,1/13/2026 22:29,DELIVERED
900419,100344,6/5/2026 12:33,CANCELLED
900420,100581,4/18/2026 3:45,PLACED
900421,100520,6/12/2025 5:51,DELIVERED
900422,100954,3/1/2025 1:42,SHIPPED
900423,100441,6/16/2026 15:53,DELIVERED
900424,100778,6/21/2026 18:20,CANCELLED
900425,100180,9/10/2024 4:17,SHIPPED
900426,100914,6/16/2026 11:19,SHIPPED
900427,100684,8/7/2025 12:26,RETURNED
900428,100457,4/26/2025 3:50,PLACED
900429,100834,10/13/2024 0:49,SHIPPED
900430,100464,4/1/2026,CANCELLED
900431,100517,4/4/2025 1:38,DELIVERED
900432,100799,12/6/2025 13:00,DELIVERED
900433,100646,4/10/2025 20:22,DELIVERED
900434,100518,3/7/2025,PLACED
900435,100442,3/30/2025 18:13,DELIVERED
900436,,7/5/2026 23:33,PLACED
900437,100857,10/17/2025 13:28,DELIVERED
900438,100102,4/10/2026 5:34,DELIVERED
900439,,9/27/2024 19:36,SHIPPED
900440,100068,7/14/2025 15:53,DELIVERED
900441,100101,4/14/2026 8:33,SHIPPED
900442,100820,9/30/2025 3:57,PLACED
900443,100481,10/22/2025 8:39,RETURNED
900444,100047,6/15/2025 5:10,DELIVERED
900445,100685,6/3/2025 22:17,DELIVERED
900446,100254,3/6/2025 17:57,DELIVERED
900447,100644,8/7/2025 19:08,DELIVERED
900448,100557,3/16/2025 7:02,DELIVERED
900449,100909,1/12/2026 5:06,RETURNED
900450,,2/21/2025 22:25,DELIVERED
900451,100992,2/19/2026 21:22,DELIVERED
900452,100925,11/25/2025 12:15,DELIVERED
900453,100015,11/13/2025 8:02,DELIVERED
900454,100784,1/28/2026 17:37,PLACED
900455,100820,4/21/2025 0:46,DELIVERED
900456,100764,9/30/2024 18:32,DELIVERED
900457,100334,10/9/2025 22:27,SHIPPED
900458,100839,2/5/2025 15:19,SHIPPED
900459,100395,8/13/2025 3:15,SHIPPED
900460,100865,12/3/2024 5:39,DELIVERED
900461,100020,1/4/2025 18:41,DELIVERED
900462,100126,9/12/2025 18:33,DELIVERED
900463,100561,1/19/2026 21:49,DELIVERED
900464,100073,4/2/2025 21:44,SHIPPED
900465,100718,20-03-2026,CANCELLED
900466,100471,10/24/2025 1:57,SHIPPED
900467,100841,11/3/2024 13:38,CANCELLED
900468,100315,8/23/2024 11:40,PLACED
900469,100846,6/4/2025 12:20,CANCELLED
900470,100449,11/5/2025 14:44,DELIVERED
900471,100336,1/18/2026 7:43,SHIPPED
900472,100724,8/9/2024 12:50,DELIVERED
900473,100581,4/23/2026 12:06,DELIVERED
900474,100188,9/15/2025 5:07,CANCELLED
900475,100249,5/4/2025 8:21,PLACED
900476,100207,8/20/2025 18:01,DELIVERED
900477,100101,7/28/2024 10:17,CANCELLED
900478,100826,2/10/2026 9:57,SHIPPED
900479,100358,3/10/2026 16:19,SHIPPED
900480,100956,9/7/2024 20:42,PLACED
900481,100086,1/5/2025 0:48,DELIVERED
900482,100967,11/11/2024 0:05,DELIVERED
900483,,11/11/2024 16:43,SHIPPED
900484,100732,4/26/2026 1:57,DELIVERED
900485,100872,1/31/2026 20:18,DELIVERED
900486,100289,12/26/2024 20:40,SHIPPED
900487,100456,7/24/2024 16:35,CANCELLED
900488,100493,9/5/2024 10:43,DELIVERED
900489,100122,9/9/2024 20:13,DELIVERED
900490,100263,11/29/2024 2:03,DELIVERED
900491,100718,6/15/2025 10:23,SHIPPED
900492,100007,8/29/2024 18:46,DELIVERED
900493,100914,3/19/2025 2:13,DELIVERED
900494,100741,2/5/2025 8:00,CANCELLED
900495,100316,1/4/2026 6:02,SHIPPED
900496,100851,4/7/2026 4:44,CANCELLED
900497,100949,3/7/2025 11:06,DELIVERED
900498,100178,5/15/2026 12:27,DELIVERED
900499,100424,1/16/2025 0:56,DELIVERED
900500,100550,1/17/2025 4:28,DELIVERED
900501,100219,8/22/2024 12:23,PLACED
900502,100746,8/14/2024 10:14,DELIVERED
900503,100092,6/18/2026 8:50,RETURNED
900504,100208,10/11/2024 10:53,DELIVERED
900505,100968,4/2/2026 8:07,DELIVERED
900506,100232,3/4/2025 6:38,DELIVERED
900507,100458,7/8/2025 17:27,RETURNED
900508,100585,10/18/2024 5:56,SHIPPED
900509,100606,9/22/2025 6:30,RETURNED
900510,100395,6/30/2026 1:31,DELIVERED
900511,100512,2/15/2026 8:30,SHIPPED
900512,100163,1/6/2026 23:47,SHIPPED
900513,100221,3/12/2026 0:39,DELIVERED
900514,100551,5/12/2025 1:30,PLACED
900515,100177,2/7/2025 19:10,DELIVERED
900516,100942,7/19/2024 8:20,DELIVERED
900517,100146,2/19/2025 15:48,DELIVERED
900518,100045,8/28/2024 21:50,DELIVERED
900519,100413,6/17/2025 7:40,SHIPPED
900520,100239,8/24/2024 3:34,DELIVERED
900521,100781,10/26/2024 10:01,DELIVERED
900522,100827,2/7/2026 3:07,DELIVERED
900523,100781,6/2/2025 11:57,SHIPPED
900524,100689,6/14/2025 9:14,SHIPPED
900525,100569,2/22/2026 6:51,SHIPPED
900526,100014,4/10/2025,DELIVERED
900527,100648,3/1/2026 17:48,DELIVERED
900528,100722,6/16/2025 21:49,SHIPPED
900529,100575,5/21/2025 7:19,DELIVERED
900530,100943,7/16/2024 19:21,RETURNED
900531,,5/20/2026 4:06,PLACED
900532,100398,12/11/2024 19:57,DELIVERED
900533,100446,3/12/2026 18:21,DELIVERED
900534,100502,6/6/2025 6:16,DELIVERED
900535,100335,1/6/2026 16:15,PLACED
900536,100682,7/8/2025 9:27,SHIPPED
900537,100821,7/23/2025 9:36,DELIVERED
900538,100548,3/6/2025 14:37,SHIPPED
900539,100319,8/17/2024 21:34,PLACED
900540,100938,12/21/2024 7:52,DELIVERED
900541,100750,7/24/2024 8:57,DELIVERED
900542,100987,7/16/2025 18:53,SHIPPED
900543,100277,12/8/2024 16:08,DELIVERED
900544,100784,12/13/2025 14:18,DELIVERED
900545,100262,6/4/2025 0:22,RETURNED
900546,100228,11/24/2024 16:48,DELIVERED
900547,100441,11/18/2024 13:40,DELIVERED
900548,100663,6/27/2026 15:16,PLACED
900549,100279,7/4/2026 6:41,DELIVERED
900550,100351,4/24/2026 14:05,SHIPPED
900551,100593,10/11/2024 1:29,DELIVERED
900552,100530,8/21/2024 12:09,DELIVERED
900553,100941,6/10/2025 8:42,SHIPPED
900554,100511,3/11/2025 18:03,SHIPPED
900555,100623,12/3/2025 12:46,SHIPPED
900556,100253,16-11-2025,DELIVERED
900557,100549,12/1/2025 23:11,DELIVERED
900558,100383,2/15/2026 6:57,SHIPPED
900559,100436,4/22/2025 20:25,DELIVERED
900560,,7/24/2025 4:14,PLACED
900561,100498,2/16/2025 0:11,DELIVERED
900562,100814,1/24/2026 1:15,DELIVERED
900563,100386,2/22/2025 16:04,SHIPPED
900564,100482,2/6/2025 13:40,DELIVERED
900565,100213,3/1/2025 15:07,DELIVERED
900566,100913,12/26/2024 20:20,SHIPPED
900567,100995,11/12/2024 5:50,DELIVERED
900568,100768,10/9/2025 23:51,DELIVERED
900569,100154,1/2/2025 7:05,DELIVERED
900570,100326,7/29/2024 6:46,PLACED
900571,100554,26-02-2025,RETURNED
900572,100823,1/31/2026 15:20,SHIPPED
900573,100835,12/13/2025 22:51,PLACED
900574,100082,4/3/2026 15:39,DELIVERED
900575,100193,11/20/2025 3:26,RETURNED
900576,100085,6/20/2025 5:51,DELIVERED
900577,,2/19/2025 5:06,DELIVERED
900578,100964,8/30/2024 22:38,DELIVERED
900579,100030,10/31/2025 13:20,DELIVERED
900580,100278,10/5/2025 19:57,RETURNED
900581,100215,5/22/2025 15:24,PLACED
900582,100691,8/24/2024 22:22,SHIPPED
900583,100970,2/14/2026 3:54,DELIVERED
900584,100519,7/17/2025 8:15,SHIPPED
900585,100862,5/31/2025 15:29,CANCELLED
900586,100140,3/21/2026 18:49,DELIVERED
900587,100525,5/23/2026 10:28,CANCELLED
900588,100954,5/8/2025 19:58,SHIPPED
900589,100471,12/4/2025 7:28,DELIVERED
900590,100872,8/1/2025 23:52,DELIVERED
900591,100221,1/27/2026 19:08,PLACED
900592,100234,12/18/2025 13:57,DELIVERED
900593,,2/22/2025 1:36,DELIVERED
900594,100715,8/13/2024 11:53,SHIPPED
